timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2017-08-17 04:00:00,4261.48,4328.69,4261.32,4315.32,70.415925,2017-08-17 05:59:59.999,302670.96196053,273,56.608574,243560.7576714,0
2017-08-17 06:00:00,4330.29,4349.99,4287.41,4349.99,11.67294,2017-08-17 07:59:59.999,50523.37096975,61,7.405153,32086.66423939,0
2017-08-17 08:00:00,4333.32,4445.78,4333.32,4444.0,11.73643,2017-08-17 09:59:59.999,51458.85952932,71,11.073055,48548.1249746,0
2017-08-17 10:00:00,4441.1,4485.39,4399.81,4427.3,51.883452,2017-08-17 11:59:59.999,231042.29822033,177,47.714578,212505.92617935,0
2017-08-17 12:00:00,4436.06,4459.0,4411.0,4459.0,54.344834,2017-08-17 13:59:59.999,241103.15802063,226,41.877036,185858.30968151,0
2017-08-17 14:00:00,4459.0,4485.39,4333.42,4352.34,120.217167,2017-08-17 15:59:59.999,533135.64029663,632,83.307097,369561.44837959,0
2017-08-17 16:00:00,4352.33,4354.84,4235.45,4289.24,127.123703,2017-08-17 17:59:59.999,547509.8030728,590,77.994271,336682.03719969,0
2017-08-17 18:00:00,4289.24,4335.3,4200.74,4325.23,97.986013,2017-08-17 19:59:59.999,417781.29573086,396,87.042092,371126.16372185,0
2017-08-17 20:00:00,4307.56,4369.69,4258.56,4333.55,110.748508,2017-08-17 21:59:59.999,478833.82268893,495,94.035755,406431.38143294,0
2017-08-17 22:00:00,4333.55,4359.13,4280.82,4285.08,139.021405,2017-08-17 23:59:59.999,600710.84024228,506,109.19093,471855.58712369,0
2017-08-18 00:00:00,4285.08,4340.62,4134.61,4243.59,158.120357,2017-08-18 01:59:59.999,671831.93982325,511,116.277162,495619.77324022,0
2017-08-18 02:00:00,4251.95,4308.7,4234.0,4292.39,118.072686,2017-08-18 03:59:59.999,503973.63456628,525,98.378408,419958.28075631,0
2017-08-18 04:00:00,4292.39,4340.62,4234.43,4313.56,114.966801,2017-08-18 05:59:59.999,492104.68176158,634,91.714438,392521.25975584,0
2017-08-18 06:00:00,4313.56,4316.98,4247.75,4300.25,133.422228,2017-08-18 07:59:59.999,571850.04440596,501,111.932261,479887.49200809,0
2017-08-18 08:00:00,4285.0,4327.25,4259.85,4304.15,120.483005,2017-08-18 09:59:59.999,517531.72213322,475,106.720476,458357.1037896,0
2017-08-18 10:00:00,4304.15,4371.52,4296.04,4340.31,75.657124,2017-08-18 11:59:59.999,328064.14390958,405,60.385256,261804.23701599,0
2017-08-18 12:00:00,4320.52,4340.31,4221.05,4293.09,61.652724,2017-08-18 13:59:59.999,264518.80775643,273,50.153075,215249.88592008,0
2017-08-18 14:00:00,4293.09,4293.09,4193.7,4236.89,114.31666,2017-08-18 15:59:59.999,484939.71800218,424,96.925237,411034.18840911,0
2017-08-18 16:00:00,4234.54,4283.79,4066.53,4193.35,107.73029,2017-08-18 17:59:59.999,455163.99101554,361,87.361689,369609.17530575,0
2017-08-18 18:00:00,4171.17,4297.75,4015.7,4136.28,85.91668,2017-08-18 19:59:59.999,352167.06908363,392,66.097255,271485.78761673,0
2017-08-18 20:00:00,4135.0,4135.0,3938.77,3975.69,34.706668,2017-08-18 21:59:59.999,139117.89388066,309,21.204297,85018.50221645,0
2017-08-18 22:00:00,3996.92,4136.48,3938.77,4108.37,74.843041,2017-08-18 23:59:59.999,305694.6598332,423,65.719156,268577.63048391,0
2017-08-19 00:00:00,4108.37,4184.69,4084.28,4148.53,70.144054,2017-08-19 01:59:59.999,290254.37747974,342,60.216903,249203.5141432,0
2017-08-19 02:00:00,4148.53,4184.0,4103.52,4138.55,38.366394,2017-08-19 03:59:59.999,159097.04475487,243,32.182271,133458.13040952,0
2017-08-19 04:00:00,4138.5,4156.0,4027.83,4077.0,29.867426,2017-08-19 05:59:59.999,122788.42553477,164,21.173494,87373.16132194,0
2017-08-19 06:00:00,4077.0,4082.0,3933.21,4033.47,82.884653,2017-08-19 07:59:59.999,334426.32867157,329,55.505533,223587.34690371,0
2017-08-19 08:00:00,4033.47,4082.25,3964.08,4068.2,23.190628,2017-08-19 09:59:59.999,93354.70702957,160,14.195343,57313.26326187,0
2017-08-19 10:00:00,4054.0,4082.0,3850.0,3957.6,54.065414,2017-08-19 11:59:59.999,214461.66108443,321,30.024241,119732.60158239,0
2017-08-19 12:00:00,3945.12,4100.0,3928.89,4039.84,34.936648,2017-08-19 13:59:59.999,141598.41172073,227,24.655593,100013.16085615,0
2017-08-19 14:00:00,4066.0,4068.31,3964.67,3972.05,12.57893,2017-08-19 15:59:59.999,50725.52507143,93,9.159166,37017.36644245,0
2017-08-19 16:00:00,4036.19,4049.69,3953.4,4027.37,7.153725,2017-08-19 17:59:59.999,28570.79906236,64,4.924104,19708.90713928,0
2017-08-19 18:00:00,4013.69,4103.92,4013.69,4076.12,18.771331,2017-08-19 19:59:59.999,75907.90386068,97,15.174569,61347.71310765,0
2017-08-19 20:00:00,4088.71,4149.99,4051.47,4074.23,6.939764,2017-08-19 21:59:59.999,28355.29173262,69,4.873371,19956.00750205,0
2017-08-19 22:00:00,4090.0,4141.0,4090.0,4139.98,2.410796,2017-08-19 23:59:59.999,9943.25941874,44,2.251454,9290.69741714,0
2017-08-20 00:00:00,4120.98,4139.98,4044.0,4082.53,3.405075,2017-08-20 01:59:59.999,13921.74721235,48,2.993177,12239.80757387,0
2017-08-20 02:00:00,4096.33,4124.69,4082.62,4094.62,3.206208,2017-08-20 03:59:59.999,13168.57657779,31,2.765208,11368.14115779,0
2017-08-20 04:00:00,4094.62,4142.16,4087.0,4117.41,11.552299,2017-08-20 05:59:59.999,47436.24653968,106,9.87631,40539.40621138,0
2017-08-20 06:00:00,4117.41,4156.56,4081.19,4155.87,17.051611,2017-08-20 07:59:59.999,70102.92833402,169,10.271777,42279.81836457,0
2017-08-20 08:00:00,4155.87,4211.08,4032.62,4155.0,17.791396,2017-08-20 09:59:59.999,73749.03760937,151,7.707415,32097.64121923,0
