timestamp,equity,drawdown_pct
2020-12-11 00:00:00,10000.0,0.0
2020-12-11 04:00:00,10000.0,0.0
2020-12-11 08:00:00,10000.0,0.0
2020-12-11 12:00:00,10000.0,0.0
2020-12-11 16:00:00,10000.0,0.0
2020-12-11 20:00:00,10000.0,0.0
2020-12-12 00:00:00,10000.0,0.0
2020-12-12 04:00:00,10000.0,0.0
2020-12-12 08:00:00,10000.0,0.0
2020-12-12 12:00:00,10000.0,0.0
2020-12-12 16:00:00,10000.0,0.0
2020-12-12 20:00:00,10000.0,0.0
2020-12-13 00:00:00,10000.0,0.0
2020-12-13 04:00:00,10208.695593471544,0.0
2020-12-13 08:00:00,10208.695593471544,0.0
2020-12-13 12:00:00,10208.695593471544,0.0
2020-12-13 16:00:00,10208.695593471544,0.0
2020-12-13 20:00:00,10208.695593471544,0.0
2020-12-14 00:00:00,10208.695593471544,0.0
2020-12-14 04:00:00,10136.014296457512,0.0071195478745112485
2020-12-14 08:00:00,10111.331050985988,0.00953741264925377
2020-12-14 12:00:00,10158.141970958122,0.004952015862413506
2020-12-14 16:00:00,10146.043396840656,0.006137140250411064
2020-12-14 20:00:00,10194.669402999567,0.0013739454118846543
2020-12-15 00:00:00,10297.946143431816,0.0
2020-12-15 04:00:00,9994.90392824896,0.02942744222605416
2020-12-15 08:00:00,10042.869786257841,0.024769634024224028
2020-12-15 12:00:00,10097.750932535542,0.019440304708134605
2020-12-15 16:00:00,10161.282550778795,0.01327095624210345
2020-12-15 20:00:00,10109.302699594204,0.018318550243917552
2020-12-16 00:00:00,10069.343166555556,0.022198890311935303
2020-12-16 04:00:00,10169.455031283032,0.01247735328570712
2020-12-16 08:00:00,10458.942849192981,0.0
2020-12-16 12:00:00,10458.942849192981,0.0
2020-12-16 16:00:00,10458.942849192981,0.0
2020-12-16 20:00:00,10458.942849192981,0.0
2020-12-17 00:00:00,10458.942849192981,0.0
2020-12-17 04:00:00,10777.79691264047,0.0
2020-12-17 08:00:00,10777.79691264047,0.0
2020-12-17 12:00:00,10777.79691264047,0.0
2020-12-17 16:00:00,10777.79691264047,0.0
2020-12-17 20:00:00,10777.79691264047,0.0
2020-12-18 00:00:00,10777.79691264047,0.0
2020-12-18 04:00:00,10905.098987182742,0.0
2020-12-18 08:00:00,10820.188940229198,0.007786270170802013
2020-12-18 12:00:00,10651.600496842431,0.02324586788604664
2020-12-18 16:00:00,10758.235241426246,0.01346743811579446
2020-12-18 20:00:00,10930.78719042657,0.0
2020-12-19 00:00:00,10926.10759473235,0.00042811149944617415
2020-12-19 04:00:00,10680.135063910237,0.022930839485728945
2020-12-19 08:00:00,10714.91597432267,0.019748917652789463
2020-12-19 12:00:00,11351.595501259713,0.0
2020-12-19 16:00:00,11445.85557869975,0.0
2020-12-19 20:00:00,11445.85557869975,0.0
2020-12-20 00:00:00,11445.85557869975,0.0
2020-12-20 04:00:00,11609.592098380494,0.0
2020-12-20 08:00:00,11571.657172672056,0.0032675502624876502
2020-12-20 12:00:00,11704.805615180567,0.0
2020-12-20 16:00:00,11704.805615180567,0.0
2020-12-20 20:00:00,11704.805615180567,0.0
2020-12-21 00:00:00,11704.805615180567,0.0
2020-12-21 04:00:00,11744.082574263095,0.0
2020-12-21 08:00:00,11062.96801390212,0.057996404236259604
2020-12-21 12:00:00,11062.96801390212,0.057996404236259604
2020-12-21 16:00:00,11062.96801390212,0.057996404236259604
2020-12-21 20:00:00,11062.96801390212,0.057996404236259604
2020-12-22 00:00:00,11062.96801390212,0.057996404236259604
2020-12-22 04:00:00,11062.96801390212,0.057996404236259604
2020-12-22 08:00:00,11062.96801390212,0.057996404236259604
2020-12-22 12:00:00,11062.96801390212,0.057996404236259604
2020-12-22 16:00:00,11062.96801390212,0.057996404236259604
2020-12-22 20:00:00,11062.96801390212,0.057996404236259604
2020-12-23 00:00:00,11062.96801390212,0.057996404236259604
2020-12-23 04:00:00,11062.96801390212,0.057996404236259604
2020-12-23 08:00:00,11062.96801390212,0.057996404236259604
2020-12-23 12:00:00,11062.96801390212,0.057996404236259604
2020-12-23 16:00:00,11062.96801390212,0.057996404236259604
2020-12-23 20:00:00,11062.96801390212,0.057996404236259604
2020-12-24 00:00:00,11062.96801390212,0.057996404236259604
2020-12-24 04:00:00,11062.96801390212,0.057996404236259604
2020-12-24 08:00:00,11062.96801390212,0.057996404236259604
2020-12-24 12:00:00,11062.96801390212,0.057996404236259604
2020-12-24 16:00:00,11062.96801390212,0.057996404236259604
2020-12-24 20:00:00,11062.96801390212,0.057996404236259604
2020-12-25 00:00:00,11062.96801390212,0.057996404236259604
2020-12-25 04:00:00,11137.169219071053,0.051678226149574236
2020-12-25 08:00:00,11571.255118354744,0.014716130852749518
2020-12-25 12:00:00,11571.255118354744,0.014716130852749518
2020-12-25 16:00:00,11571.255118354744,0.014716130852749518
