id,option_type,entry_price,entry_time,exit_price,exit_time,quantity,dte,strike,delta,qsci,implied_vol,pnl,pnl_after_fees,total_fees_paid,rolled_count,status,multi_tf_score,sentiment_score,regime,trade_return
27,PUT,132.84934855081292,2017-09-04T07:00:00,88.258099943693,2025-12-06T11:38:53.986190,1,13.833333333333334,4100,-0.27148112208435016,-0.40916822942098474,0.5582227501253407,-44.59124860711992,-46.95709830601113,2.365849698891213,0,CLOSED,-0.2585599956306928,-0.3037701925237444,train,-0.3534612613328001
28,PUT,170.50082152904815,2017-09-04T13:00:00,250.55888353085456,2025-12-06T11:38:53.986970,1,13.833333333333334,4200,-0.5346751988951928,-0.2208613486917181,0.6413464849582107,80.0580620018064,75.55272315766544,4.50533884414096,0,CLOSED,-0.3001171011214568,-0.37472776096157595,train,0.4431223408785368
29,PUT,153.30162360189956,2017-09-04T19:00:00,124.77074502235837,2025-12-06T11:38:53.987895,1,13.666666666666668,4100,-0.3491574919082203,-0.21924319740515757,0.6039571015247227,-28.530878579541195,-31.506252923820753,2.97537434427956,0,CLOSED,-0.16349452095154618,-0.39637308091666007,train,-0.20551806421592497
30,PUT,178.5528574333373,2017-09-05T01:00:00,63.18115222908847,2025-12-06T11:38:53.988589,1,13.833333333333334,3500,-0.164530687690577,-0.49297993405782725,0.8482383979831348,-115.37170520424883,-117.95825910763678,2.586553903387956,0,CLOSED,-0.38293020955036144,-0.27945285062454844,train,-0.6606349559635386
31,CALL,141.1873365820079,2017-09-06T01:00:00,115.43922221926528,2025-12-06T11:38:53.991015,1,13.833333333333334,4600,0.3885880295321162,0.38076017228924774,0.516119970176347,-25.748114362742626,-28.494018541916248,2.745904179173623,0,CLOSED,0.2112100155229705,0.39680561080976307,train,-0.20181709798998618
32,CALL,117.22144178849635,2017-09-06T16:00:00,113.90488692047825,2025-12-06T11:38:53.992639,2,13.833333333333334,4700,0.4338074862112218,0.3198961291074277,0.41330635554675504,-6.633109736036204,-11.57921317040826,4.9461034343720565,0,CLOSED,0.3971029713205038,0.3776472258586623,train,-0.04939033761118863
33,CALL,91.68104131507789,2017-09-07T13:00:00,77.13134691902492,2025-12-06T11:38:53.994287,3,13.833333333333334,4800,0.36148647992488453,0.4237434066789699,0.3555087085632396,-43.64908318815891,-49.06796085047361,5.418877662314701,0,CLOSED,0.4150604833280562,0.19552793095080864,train,-0.17840097271526037
34,PUT,139.51701388699416,2017-09-08T16:00:00,152.25954109644658,2025-12-06T11:38:53.997953,1,13.833333333333334,4200,-0.4424180765955481,-0.3664988669657332,0.5243755303606105,12.742527209452419,9.620518071129602,3.122009138322816,0,CLOSED,-0.15332900561782614,-0.28710012756249487,train,0.06895587715862396
35,PUT,130.37728516439824,2017-09-08T22:00:00,172.32050146767915,2025-12-06T11:38:53.999362,1,13.500000000000002,4200,-0.49759881477048296,-0.23175001012985644,0.5085769452364239,41.943216303280906,38.70434998631768,3.238866316963228,0,CLOSED,-0.15045871623082757,-0.38671741279214844,train,0.2968642117184272
36,PUT,73.7576409902897,2017-09-09T22:00:00,77.22442230111483,2025-12-06T11:38:54.002898,3,13.833333333333334,4200,-0.39603944329473084,-0.23039584340356595,0.31979514407681126,10.40034393247538,5.593814909371956,4.806529023103424,0,CLOSED,-0.1942913168806996,-0.2849324204466195,train,0.02528016005875418
37,PUT,53.20424148430584,2017-09-10T04:00:00,78.95184108255904,2025-12-06T11:38:54.004151,5,13.833333333333334,4000,-0.40026974602306464,-0.43280731772260905,0.3313623362486058,128.737997991266,121.66764757393874,7.070350417327271,0,CLOSED,-0.3644458243100553,-0.35087756719513924,train,0.457360707265522
38,PUT,93.32099575585016,2017-09-10T10:00:00,67.87126002993222,2025-12-06T11:38:54.005332,2,13.833333333333334,3900,-0.273761690178405,-0.29615112174497815,0.46432073172637306,-50.89947145183589,-54.34898572565164,3.4495142738157427,0,CLOSED,-0.25039213829785806,-0.39420554695276294,train,-0.29119377309175665
39,CALL,38.68000197236415,2017-09-12T07:00:00,29.425455491379644,2025-12-06T11:38:54.011973,7,13.833333333333334,4500,0.20352903018022162,0.32486085815885135,0.27889170206145775,-64.78182536689155,-69.27164703192636,4.489821665034811,0,CLOSED,0.3245564253464407,0.32709817671525904,train,-0.2558414961576237
40,PUT,74.08466926345295,2017-09-12T19:00:00,78.50839086455721,2025-12-06T11:38:54.014033,3,13.833333333333334,4100,-0.40707129990165447,-0.2009834058476993,0.32042009914535746,13.271164803312786,8.402359721434369,4.868805081878417,0,CLOSED,-0.22082755172209068,-0.3174531348603615,train,0.03780521127591947
41,PUT,57.50327877612972,2017-09-13T01:00:00,86.0674625309445,2025-12-06T11:38:54.015175,5,13.833333333333334,4000,-0.44688671488028997,-0.38614386241197096,0.3145531548614702,142.8209187740739,135.26506920883511,7.555849565238798,0,CLOSED,-0.25242365867882716,-0.3879970322460372,train,0.47046037056580925
42,PUT,60.05449604642058,2017-09-13T07:00:00,58.04257270624203,2025-12-06T11:38:54.017148,4,13.833333333333334,3800,-0.2998573613686569,-0.33253992400370447,0.382432956646888,-8.04769336071422,-13.10224790332818,5.0545545426139595,0,CLOSED,-0.21647098368140383,-0.39845708444365713,train,-0.054543159821041874
43,PUT,102.1907439834722,2017-09-13T13:00:00,144.5734880406269,2025-12-06T11:38:54.018947,2,13.833333333333334,3800,-0.488576609122253,-0.21390282065177738,0.47510770842660643,84.76548811430939,79.48473354899367,5.280754565315721,0,CLOSED,-0.24032950215911933,-0.3817957771171959,train,0.38890378154918376
44,PUT,106.55955263090641,2017-09-14T10:00:00,228.0382646285927,2025-12-06T11:38:54.022424,2,13.833333333333334,3600,-0.6012230737396012,-0.47443194408696443,0.5477660556394033,242.9574239953726,235.7970307060193,7.160393289353282,0,CLOSED,-0.4472202842567563,-0.2989989988047261,train,1.106409631442226
45,PUT,145.2239438906297,2017-09-14T16:00:00,215.25087600654268,2025-12-06T11:38:54.023667,1,13.833333333333334,3400,-0.5403918114748516,-0.42112437293923644,0.668243025152329,70.02693211591298,66.16985154301324,3.8570805728997444,0,CLOSED,-0.3730449800149743,-0.3881148823750521,train,0.45564009467231337
46,PUT,120.49083382729418,2017-09-14T22:00:00,188.23818270927185,2025-12-06T11:38:54.024875,1,13.833333333333334,3200,-0.4799973549157478,-0.38665914731953965,0.7243150312021536,67.74734888197767,64.44394840503641,3.3034004769412566,0,CLOSED,-0.45970339927153364,-0.39842776214618686,train,0.534845235592006
